R,G,B
23,38,41
46,43,52
54,37,46
40,28,28
32,29,21
37,32,29
37,29,36
24,27,32
28,48,36
19,41,16
39,45,22
54,44,37
47,35,47
43,43,55
28,34,33
35,42,27
45,52,37
51,52,43
34,29,28
36,29,34
49,40,50
38,31,46
14,7,28
25,19,36
33,34,32
27,35,12
29,41,11
28,39,19
30,35,34
45,44,53
51,48,50
43,40,32
14,14,26
25,18,31
49,37,49
38,31,38
31,36,37
39,50,48
30,35,33
46,45,41
43,42,38
35,40,38
29,37,36
40,41,45
45,34,42
43,26,39
43,30,44
30,23,38
48,51,66
51,54,59
37,39,33
61,67,56
46,58,52
27,42,45
22,31,41
38,35,44
40,27,29
43,26,23
36,29,26
23,30,33
12,31,38
18,42,48
26,48,46
20,41,33
32,34,15
42,42,28
54,52,41
35,32,17
19,19,3
27,33,22
27,41,35
27,47,42
13,29,28
29,29,47
37,25,55
34,25,45
33,37,31
31,44,28
25,33,40
19,19,55
25,20,29
30,23,26
35,30,21
34,37,12
31,38,11
35,35,23
41,34,41
44,40,51
29,36,31
19,35,12
22,36,12
29,38,25
35,41,36
34,39,37
30,33,31
38,35,31
20,41,32
34,42,35
37,39,27
28,40,18
36,53,26
38,44,27
45,33,33
35,22,30
41,43,44
32,40,33
22,22,16
26,17,27
32,23,49
21,22,48
25,27,35
40,38,28
29,19,31
23,26,30
28,38,38
29,33,38
39,38,48
33,36,44
24,37,35
29,38,35
36,31,32
45,36,39
41,38,40
30,33,38
24,23,33
35,29,40
27,34,31
14,35,20
20,17,13
26,27,25
28,33,32
26,35,32
21,36,28
17,32,24
17,26,23
23,28,27
21,21,15
24,21,7
33,30,15
40,37,29
45,42,44
36,39,47
17,29,29
8,26,19
27,45,22
21,30,34
19,19,43
25,27,45
19,27,27
10,16,15
19,21,29
31,30,39
23,24,22
28,28,22
30,27,23
19,16,8
26,25,5
45,44,16
52,44,31
64,49,57
57,65,58
56,58,58
64,59,61
66,57,54
52,40,34
47,34,32
48,40,41
33,31,31
29,37,30
28,43,35
24,41,38
15,30,32
19,30,28
31,37,32
38,36,36
37,29,36
10,28,27
10,23,21
31,33,34
44,34,50
38,25,49
32,21,41
31,26,35
43,38,40
30,22,29
27,18,31
35,29,46
27,26,46
20,24,48
26,30,48
23,30,27
33,42,21
38,37,16
43,37,24
37,30,27
29,29,29
24,32,31
21,36,32
25,38,30
23,31,21
33,35,29
50,51,49
42,41,45
45,40,41
47,42,33
44,41,27
45,45,39
30,30,36
33,40,13
32,34,34
33,31,51
45,48,62
33,41,40
20,27,24
14,13,22
33,26,41
27,21,26
41,40,30
46,47,37
47,48,46
43,45,46
44,46,46
54,57,55
54,56,56
56,49,56
43,46,37
21,31,14
20,29,19
31,36,34
35,32,27
35,26,16
36,21,19
47,28,45
19,5,29
32,32,44
35,45,45
28,37,40
33,36,41
32,29,24
41,38,17
37,17,52
24,23,32
10,24,20
20,26,45
30,23,60
31,22,43
34,35,26
31,39,28
27,37,44
19,33,39
30,49,28
36,47,15
42,31,23
34,10,28
41,24,35
45,45,29
23,35,41
36,32,38
42,27,31
39,30,33
34,33,35
27,24,26
32,23,26
38,37,39
18,33,29
18,39,24
37,44,23
48,39,29
42,36,41
39,44,53
22,27,28
28,28,16
30,34,23
37,36,32
32,25,30
37,29,39
38,35,44
27,31,42
13,20,35
23,32,45
13,24,22
24,38,20
39,56,29
27,43,25
23,32,29
34,34,40
31,25,26
33,23,16
17,26,30
30,31,35
43,38,40
38,36,36
32,37,35
41,48,41
22,23,14
31,23,16
34,26,19
36,36,30
35,41,36
42,44,44
41,36,38
30,22,29
29,28,37
32,39,48
38,48,58
39,45,50
24,25,21
45,46,37
37,41,36
24,31,34
18,25,34
26,28,38
40,36,41
40,35,34
39,34,33
28,32,33
16,28,32
12,32,37
13,38,40
14,40,40
26,19,26
50,36,48
61,38,53
55,31,39
49,33,34
37,38,36
20,39,36
12,40,34
12,33,25
35,34,43
47,35,57
41,40,56
29,48,45
16,47,32
10,33,35
14,24,48
31,24,37
29,16,30
48,34,38
49,48,34
28,31,15
29,24,26
46,31,52
39,31,42
29,38,28
27,42,28
27,32,33
31,29,41
31,36,39
27,39,33
30,35,38
29,20,41
17,28,32
37,42,40
34,35,25
27,31,20
40,43,41
34,28,33
36,24,30
39,31,31
37,40,31
24,32,21
30,29,25
39,33,34
40,37,39
31,36,35
29,30,28
41,34,31
35,28,41
23,22,18
23,27,16
21,26,27
25,32,47
14,19,34
14,18,19
28,32,27
33,34,32
34,32,31
30,26,21
30,24,25
30,24,41
36,37,57
36,45,48
21,38,17
22,15,30
38,35,44
23,28,27
30,41,33
33,46,38
22,33,30
23,31,30
4,8,2
28,30,11
28,28,4
35,34,14
38,34,29
36,31,40
28,28,40
19,27,34
22,36,35
23,36,20
25,35,29
19,27,27
19,25,30
20,22,32
15,15,33
23,21,40
30,31,35
24,27,18
18,17,13
32,25,32
31,25,26
33,33,9
48,51,12
51,45,26
54,39,47
62,63,59
62,61,65
47,45,51
48,51,49
48,53,44
39,46,39
38,42,43
22,27,26
26,33,26
30,39,29
26,31,32
17,23,28
10,21,19
16,29,21
27,41,37
28,39,43
20,21,42
34,34,40
50,47,42
47,40,37
39,32,39
32,31,41
25,27,37
31,31,43
30,27,43
36,31,46
39,39,45
26,33,36
23,30,39
32,34,45
30,26,31
28,23,14
10,22,0
28,27,13
39,27,21
49,40,36
38,40,40
25,27,37
29,28,37
30,28,17
27,32,3
46,58,38
32,43,51
28,29,49
32,25,28
33,26,9
43,40,26
34,33,35
40,45,14
25,26,24
15,14,40
27,32,57
26,37,45
19,28,25
22,20,19
44,34,34
60,49,45
57,51,46
50,48,47
51,55,56
54,61,56
56,63,50
61,60,50
58,50,50
46,41,38
44,49,28
24,36,6
19,28,15
35,37,38
45,42,38
44,38,25
37,25,21
33,14,35
21,7,35
32,33,43
26,37,35
22,30,37
40,38,58
41,36,45
35,31,20
35,19,43
16,19,27
13,25,31
39,36,61
44,27,61
26,17,30
23,33,20
35,48,32
31,35,36
29,34,35
22,42,19
42,63,24
42,42,18
44,24,23
42,26,27
35,35,21
24,28,33
49,45,44
51,44,41
32,31,41
29,32,47
36,37,41
39,33,22
30,24,17
30,34,39
32,41,45
32,38,27
24,29,8
23,30,23
38,43,52
31,28,37
35,22,20
21,38,27
29,37,36
31,30,39
28,27,37
15,19,24
17,29,33
16,32,39
15,30,39
6,18,20
27,41,29
40,59,38
33,52,35
27,44,40
31,40,43
27,29,29
35,32,24
32,39,36
37,35,34
33,26,23
22,19,14
19,27,17
29,39,27
22,26,15
31,29,18
35,33,23
31,36,27
21,32,24
26,33,28
40,38,38
37,32,34
30,31,35
31,40,43
26,38,42
29,38,42
35,38,42
30,30,30
36,32,31
31,27,26
31,33,34
36,40,45
33,41,48
27,33,38
32,34,34
41,40,36
30,34,28
11,24,22
5,27,32
9,40,49
54,46,63
52,39,65
34,18,42
51,35,46
64,53,49
45,45,39
30,44,43
9,32,28
0,20,6
28,38,22
49,46,41
44,42,48
26,38,42
12,37,33
14,37,32
21,39,38
42,39,54
37,28,38
55,40,48
52,42,54
28,22,39
33,23,39
46,34,40
28,24,19
25,32,27
32,39,48
32,30,50
31,25,44
23,26,34
19,31,33
33,36,50
34,25,52
26,29,34
34,36,36
47,46,42
30,27,29
33,26,41
29,19,35
26,19,22
48,46,36
31,33,21
27,28,24
39,37,37
33,33,27
26,30,11
32,37,16
37,35,27
48,37,45
35,36,40
38,33,24
35,32,18
16,21,22
18,31,47
24,31,46
31,28,30
33,30,25
39,46,39
26,33,26
27,22,13
42,28,29
45,40,55
36,43,63
31,46,49
29,41,23
32,29,51
33,33,45
23,29,28
29,37,30
30,37,34
19,24,25
24,29,28
31,35,23
39,45,22
30,33,8
28,28,10
25,22,18
20,18,24
17,18,28
20,22,32
33,39,46
30,36,35
32,42,29
23,36,14
18,28,15
14,14,26
13,6,39
26,21,48
39,41,42
41,49,32
19,23,12
33,29,35
46,40,45
39,39,23
44,46,17
45,42,27
40,31,34
55,41,42
68,54,65
47,39,50
45,47,47
51,60,50
39,46,41
38,41,45
40,36,41
41,35,30
47,36,32
46,32,38
40,26,38
28,23,25
23,30,23
27,41,35
21,36,39
31,14,51
44,33,43
42,34,21
24,22,4
27,32,23
31,43,43
18,34,40
21,28,43
40,37,59
42,35,50
35,34,30
38,45,32
36,43,40
28,30,38
31,27,32
29,23,18
18,31,23
38,40,28
47,38,24
52,43,29
41,37,32
30,26,32
39,29,41
40,29,32
33,31,23
30,46,29
14,36,24
24,38,36
38,34,39
34,20,24
40,31,27
40,39,29
34,36,36
19,22,27
15,18,23
20,25,28
34,39,40
28,30,38
26,25,34
31,29,29
43,43,31
49,47,37
43,36,39
45,38,41
54,54,42
62,66,41
55,58,42
35,33,33
34,29,28
26,29,7
21,29,0
36,34,34
48,37,63
43,32,48
36,30,23
36,29,26
37,25,45
30,23,44
24,30,25
23,39,16
23,32,29
26,24,44
37,30,43
43,43,31
32,37,36
19,27,34
19,22,37
45,30,51
49,27,45
29,21,28
22,30,30
30,35,34
44,32,32
48,34,35
20,24,19
18,35,24
22,33,23
50,45,44
58,46,58
35,26,47
42,37,39
41,40,30
37,40,31
34,38,49
34,38,62
32,35,40
33,31,13
34,28,15
33,27,38
36,34,54
31,37,36
24,40,17
23,38,24
35,39,44
31,21,34
37,16,25
15,51,35
27,50,46
23,32,41
23,25,35
19,26,29
24,37,35
17,30,32
18,26,33
38,40,48
45,48,46
32,42,30
25,45,32
32,54,49
27,48,46
24,37,35
20,27,22
44,40,35
45,35,28
40,28,22
27,22,13
27,35,24
26,40,28
28,41,27
34,40,29
35,43,32
33,47,36
21,38,29
17,29,23
41,39,38
49,43,44
42,37,39
40,41,45
26,38,40
20,30,37
35,44,53
26,28,36
38,33,34
43,34,31
38,31,28
44,45,49
23,33,43
13,26,34
21,29,29
43,43,31
50,47,32
34,38,27
14,31,34
9,35,49
53,47,58
32,35,49
13,28,31
18,38,19
35,49,15
45,48,26
36,38,39
9,20,28
3,23,11
38,56,27
55,59,34
38,32,25
24,20,25
26,32,37
27,40,38
24,38,32
35,40,49
38,35,31
43,33,33
38,26,48
31,21,57
46,37,50
52,47,26
30,32,2
32,38,33
33,34,54
33,29,48
41,38,40
28,34,33
11,23,29
26,30,41
39,34,43
33,36,20
28,31,22
40,39,41
34,26,36
32,25,30
30,25,22
29,30,21
39,39,33
30,28,28
28,24,29
40,39,41
35,40,31
31,33,21
40,37,29
41,32,35
40,30,43
40,43,28
42,39,25
43,37,30
23,26,31
25,36,50
35,41,54
39,38,40
35,36,27
42,49,36
32,36,24
41,33,26
48,36,36
42,39,48
15,25,35
13,28,30
35,47,41
27,31,49
18,23,32
33,39,38
25,30,29
28,29,33
38,36,42
27,25,25
47,49,37
30,34,15
22,25,9
26,29,20
33,34,32
37,38,36
31,33,33
23,23,29
26,24,36
27,28,32
27,34,19
25,37,9
26,34,17
14,14,26
7,2,31
23,21,40
39,44,42
38,46,29
31,38,23
33,34,30
28,29,27
24,24,18
40,41,31
49,46,41
27,22,23
51,31,36
66,47,62
49,36,52
50,47,49
57,62,53
42,45,43
44,36,46
51,38,46
56,38,37
53,29,29
55,25,36
48,21,37
37,21,28
38,34,29
36,42,37
28,34,41
32,16,50
38,27,35
36,30,11
24,23,2
25,31,20
26,40,36
16,32,31
22,30,37
33,28,43
39,31,38
30,28,18
33,41,24
36,43,38
33,37,42
42,40,40
36,32,21
31,35,36
49,50,40
53,49,31
41,33,20
31,23,16
34,27,24
42,33,36
38,24,42
35,26,47
36,42,41
32,51,24
36,54,25
43,43,43
43,31,51
41,32,42
36,36,22
18,20,50
22,25,40
29,34,25
28,30,10
35,35,23
26,23,32
29,27,47
31,37,44
19,27,16
39,39,27
51,39,39
62,43,46
60,48,36
54,53,25
52,59,38
47,55,48
48,42,47
29,30,14
28,29,9
34,22,34
37,16,54
32,18,42
27,23,22
32,30,29
38,34,53
41,40,56
32,41,28
32,47,15
31,37,26
19,16,31
27,25,31
41,47,30
24,37,23
24,29,30
31,23,34
48,30,37
43,25,26
23,12,22
28,26,46
55,50,65
28,16,14
39,28,20
35,31,37
24,30,49
31,38,57
36,36,52
50,38,66
36,16,61
24,21,16
28,32,20
24,32,21
17,21,26
24,24,40
44,43,52
48,48,42
35,33,25
33,27,32
33,28,43
29,35,42
35,50,42
31,42,32
28,27,29
25,12,26
36,17,38
8,46,28
12,35,31
26,32,43
42,41,51
31,33,33
34,43,33
34,44,38
33,33,39
33,24,37
43,35,42
30,28,27
25,37,31
26,45,42
23,38,40
30,40,40
31,36,35
45,37,30
45,33,27
52,38,32
50,42,35
44,52,42
27,43,32
31,45,34
27,36,26
25,36,28
32,48,41
27,47,42
19,32,30
37,36,38
52,45,48
45,41,46
44,45,49
30,40,47
22,33,41
23,34,42
11,17,22
23,20,22
51,41,41
37,27,27
35,31,36
28,33,42
28,40,44
29,41,35
33,41,24
42,44,24
40,42,30
31,36,37
25,33,46
30,26,25
10,23,21
20,56,40
15,56,19
23,49,3
44,49,22
32,25,28
28,29,43
32,45,43
38,50,30
37,38,18
30,23,14
35,29,30
41,43,44
38,42,43
29,32,36
17,29,33
38,39,35
42,37,36
28,22,39
25,21,46
41,36,38
50,45,20
41,40,12
34,38,32
32,37,46
38,37,41
45,42,34
34,40,35
22,33,37
25,31,36
31,27,26
24,28,0
26,30,18
31,33,34
46,40,41
43,37,24
29,32,7
45,53,36
32,37,36
28,21,34
29,24,33
40,44,45
47,53,52
45,41,47
44,29,43
38,24,36
32,25,32
40,41,7
29,29,13
32,31,33
25,25,37
27,29,39
22,28,33
24,30,29
27,32,23
23,24,8
31,28,14
41,35,30
30,25,26
31,31,31
15,22,19
9,21,21
31,44,52
23,36,44
18,30,32
34,42,42
29,29,35
36,30,41
46,37,47
24,19,18
30,30,18
31,32,22
21,24,22
25,28,32
32,37,35
39,46,33
38,42,31
31,28,30
35,25,42
32,33,29
31,35,23
31,36,21
31,34,32
20,19,28
12,12,18
19,25,20
20,28,18
26,33,26
34,42,32
25,35,18
27,37,20
33,37,32
31,30,39
36,35,45
29,29,35
40,34,39
44,36,53
38,32,51
46,47,51
49,53,47
38,38,38
37,29,40
41,27,38
51,37,38
42,24,23
47,25,37
39,17,35
28,15,23
36,33,28
38,39,37
37,39,47
23,33,51
26,33,30
45,44,24
49,40,26
40,31,28
37,33,32
34,37,28
36,37,28
34,29,28
40,32,32
34,35,25
26,38,26
28,42,41
38,46,53
45,47,41
43,42,14
32,22,15
40,38,28
45,43,35
31,28,24
29,21,21
42,35,32
44,39,38
38,35,44
29,24,39
50,43,50
64,61,53
48,48,34
34,38,32
44,47,51
41,42,46
34,32,31
17,18,39
23,22,42
25,27,35
22,27,18
23,29,12
19,23,17
26,26,32
37,37,43
42,42,36
39,36,28
43,31,31
58,43,47
60,49,41
46,44,20
43,48,21
43,50,29
46,47,45
36,35,25
46,39,30
34,20,22
32,13,28
49,37,49
42,39,41
33,38,41
21,25,36
48,50,61
51,55,56
29,31,25
27,25,25
40,38,44
35,37,38
21,30,20
44,39,38
36,26,26
28,16,10
44,35,21
59,49,42
47,34,50
41,26,57
43,38,53
34,44,27
31,49,18
31,43,31
23,26,41
24,20,49
12,8,33
31,18,42
43,26,53
33,37,25
15,25,13
14,25,15
30,33,24
40,32,33
42,35,48
41,44,59
38,45,48
51,54,45
43,44,40
30,32,43
35,38,53
31,30,34
33,26,23
38,27,37
43,33,63
20,42,24
23,29,28
45,36,49
57,45,57
32,28,27
31,40,27
38,48,36
30,31,35
35,24,40
53,38,52
50,43,48
36,38,38
25,30,31
22,25,29
36,28,35
50,32,39
43,43,37
40,34,29
43,32,28
52,46,41
40,44,38
31,38,33
43,49,44
43,41,40
28,29,27
28,36,35
23,37,36
14,26,28
32,35,40
47,47,53
34,37,45
22,34,40
31,41,58
32,41,54
25,34,38
14,20,19
24,24,24
43,37,42
38,29,39
32,23,33
41,35,40
48,52,47
40,53,37
24,41,20
23,38,17
30,36,25
37,32,31
43,29,33
30,24,17
19,27,26
25,47,45
24,49,39
33,46,32
39,39,33
37,31,36
53,54,58
40,41,39
25,20,19
16,5,13
25,20,29
34,46,40
32,51,34
31,41,29
39,35,34
12,28,34
38,37,57
49,36,60
31,30,40
20,30,24
30,28,27
45,25,37
45,29,40
21,25,20
22,32,20
35,32,28
36,26,32
34,35,39
37,50,48
39,44,45
41,32,42
25,16,13
33,34,32
40,46,41
56,54,44
52,45,28
35,36,16
50,60,47
40,46,45
29,25,31
36,29,36
31,35,40
28,36,43
28,24,36
33,17,28
40,28,28
35,34,24
40,40,0
25,29,10
31,33,43
28,25,41
28,24,30
20,25,26
18,32,30
25,34,24
26,22,4
44,35,21
47,42,41
18,21,25
39,43,37
47,49,37
17,25,25
2,20,37
24,42,43
21,35,34
18,26,26
35,31,42
42,31,47
30,18,30
32,24,24
38,36,26
37,38,34
26,28,36
26,28,39
24,31,28
24,35,15
27,33,14
31,26,25
40,26,44
40,43,27
37,39,27
31,30,32
29,25,37
21,20,29
27,34,21
31,44,18
15,24,11
24,28,29
46,53,50
19,33,9
11,27,0
23,31,24
20,18,37
31,28,50
38,38,50
27,39,43
26,33,50
36,40,59
50,56,61
42,50,43
34,36,36
40,33,46
40,32,43
40,35,34
31,26,25
45,37,48
35,27,44
20,18,24
27,31,25
29,34,32
36,38,48
10,42,48
1,25,13
32,36,17
51,35,28
43,17,23
50,29,31
53,44,30
43,38,17
48,40,27
32,30,20
28,38,26
20,41,33
19,38,45
23,34,42
25,27,15
40,40,0
48,32,9
42,36,25
43,44,48
33,32,41
33,26,33
40,32,39
35,33,33
35,43,32
29,33,21
47,33,37
71,43,66
51,31,50
32,34,28
39,57,34
39,50,40
39,36,51
39,38,34
28,24,43
12,8,43
19,25,44
25,41,30
32,46,22
26,29,13
32,23,20
51,39,39
46,34,34
35,25,31
38,32,37
43,43,37
44,45,25
46,47,15
42,41,7
24,33,13
24,22,14
55,44,40
48,35,21
42,32,14
63,57,46
41,40,44
18,23,32
28,38,45
26,30,41
40,34,57
34,22,50
34,24,41
43,40,42
30,35,34
30,36,41
64,32,51
65,40,38
40,28,4
22,24,0
33,31,23
41,26,47
42,20,49
23,23,29
16,51,17
12,62,8
9,43,3
17,23,18
22,9,33
29,16,40
30,19,27
42,33,23
44,56,38
24,39,31
28,39,29
43,42,22
44,30,18
36,24,42
24,26,60
10,24,36
45,57,37
44,51,30
33,33,47
39,32,65
39,28,44
51,37,31
42,35,40
24,21,53
29,34,19
49,41,42
47,26,41
43,20,34
39,30,27
39,47,30
25,38,24
24,27,31
36,26,43
41,25,43
40,29,39
24,19,21
26,23,25
49,36,44
62,35,45
73,35,47
43,54,46
40,41,37
41,34,31
60,55,52
40,41,37
33,34,32
45,39,40
44,31,33
31,17,21
32,31,35
34,40,45
18,27,31
17,23,30
24,29,38
12,25,33
7,31,37
23,34,61
26,35,49
30,38,37
32,40,30
44,47,45
18,17,26
31,23,40
35,22,36
39,26,28
44,41,27
32,45,21
19,43,19
21,44,29
30,39,29
36,24,20
45,17,16
18,11,2
31,27,33
8,9,30
20,18,48
40,32,62
28,21,42
31,31,37
33,38,29
42,37,28
45,25,37
42,18,52
33,32,58
15,49,39
0,44,8
9,32,0
32,29,14
16,34,45
31,24,69
40,21,72
29,32,37
24,42,13
34,32,31
45,13,62
40,9,60
29,28,30
16,29,3
28,25,21
34,15,42
31,25,44
32,43,40
35,40,43
53,37,68
34,10,45
32,28,40
45,53,42
47,47,29
46,35,27
35,31,30
30,39,36
28,39,29
27,28,19
42,37,39
27,30,44
19,26,41
27,26,30
41,30,22
47,41,22
27,33,8
37,24,22
37,28,24
40,39,35
22,27,26
23,28,31
24,26,26
29,27,19
29,25,14
38,32,33
42,36,53
22,22,46
9,18,31
25,39,38
33,43,43
29,24,45
30,15,53
28,55,35
14,34,15
19,29,17
39,39,39
26,21,30
26,29,33
36,52,41
28,53,33
4,30,12
4,22,15
23,31,30
34,40,29
25,30,9
18,26,9
22,26,31
17,19,43
34,35,45
27,41,40
24,48,36
9,30,8
23,31,8
47,46,26
33,36,20
23,36,22
27,39,27
39,41,29
39,33,20
31,34,19
29,43,32
20,35,37
15,20,35
27,18,44
19,42,28
11,30,15
35,49,37
37,41,36
39,39,33
45,45,29
40,38,20
31,27,22
32,24,34
30,29,31
34,41,26
33,43,26
25,25,31
34,26,49
49,43,54
42,41,31
51,25,39
23,22,32
1,23,29
19,43,49
27,30,38
47,30,39
43,23,28
37,33,32
29,42,34
12,26,15
27,26,16
45,28,19
54,32,26
38,25,17
31,28,20
22,27,18
40,41,32
50,46,51
48,40,57
32,24,41
26,21,30
28,25,27
45,41,46
33,29,35
34,32,31
50,53,37
20,27,0
32,37,16
46,44,43
25,16,29
35,26,39
46,39,46
38,34,45
38,34,46
37,32,47
31,28,37
27,28,26
28,35,20
24,36,18
12,26,15
34,45,49
46,53,68
35,39,57
23,23,35
42,34,44
49,33,44
61,38,53
57,28,51
24,31,40
32,26,37
20,4,21
40,25,46
51,42,55
39,27,27
48,30,23
40,27,25
33,33,33
26,36,24
26,36,6
33,38,11
41,47,42
39,45,58
33,35,43
52,47,38
37,49,49
34,29,44
30,15,43
34,29,58
19,21,45
30,26,45
48,31,52
38,21,42
38,37,47
36,40,35
44,38,25
56,41,32
41,32,29
27,27,27
37,32,31
37,21,14
32,15,42
42,16,34
49,23,29
41,29,25
36,33,29
46,36,42
51,31,43
37,23,35
33,36,41
27,33,38
37,30,43
49,32,53
44,33,53
34,33,43
40,35,34
56,41,32
11,35,25
26,50,50
30,45,54
30,29,39
45,36,39
37,36,32
20,28,27
36,45,49
35,34,36
22,23,13
27,37,20
22,36,25
31,37,42
28,34,47
22,40,51
19,54,57
38,40,50
52,46,51
57,53,48
44,48,42
26,36,36
41,41,53
44,32,52
50,40,56
28,34,39
30,38,37
36,31,32
30,16,22
45,39,44
29,36,31
23,29,10
53,49,21
25,59,22
18,40,28
10,18,31
33,34,44
48,48,42
45,42,37
27,23,29
29,28,38
33,41,41
25,40,32
24,38,36
32,41,51
24,24,40
31,25,36
38,29,32
46,32,34
25,39,37
16,32,21
30,45,31
31,38,33
45,47,48
40,43,41
25,31,20
17,24,17
32,36,41
31,37,48
24,33,37
15,23,23
31,35,40
37,35,47
23,19,25
33,30,26
11,37,24
27,39,39
32,27,29
55,46,32
61,57,32
28,32,20
20,29,43
24,41,60
21,45,45
11,32,10
21,27,8
45,33,33
47,28,43
39,23,40
10,6,18
21,23,33
48,24,58
31,18,32
24,17,24
25,18,45
30,19,57
33,25,42
31,30,16
26,24,6
37,29,30
42,37,46
29,37,27
18,34,17
20,31,29
43,46,61
36,40,41
21,29,6
53,43,49
45,37,44
26,18,28
28,20,30
22,18,24
39,36,38
24,25,23
30,31,29
27,29,30
22,25,30
25,28,33
31,36,37
29,35,34
18,23,24
13,17,22
17,18,28
9,30,15
24,41,28
18,26,19
32,33,29
43,43,43
32,37,36
17,29,23
29,46,37
18,38,26
16,34,21
19,30,20
25,33,23
33,35,29
33,36,34
31,34,38
28,30,40
28,33,31
27,42,34
29,53,35
23,42,21
30,36,17
40,36,25
25,24,20
17,25,25
22,27,30
28,26,26
31,25,18
36,38,26
37,51,39
24,42,35
23,32,35
41,40,49
20,32,20
20,29,16
44,48,37
41,38,34
38,31,28
41,35,24
43,37,26
35,30,29
29,25,31
24,28,29
21,32,22
33,47,35
31,40,43
19,25,38
26,32,39
28,39,29
26,14,26
22,23,33
10,21,29
28,39,47
42,41,51
51,43,50
33,27,32
30,35,34
35,42,37
26,27,18
40,31,22
42,31,23
36,29,20
26,24,16
36,32,27
34,28,23
30,27,29
28,23,32
27,20,35
35,29,40
31,30,32
34,35,33
43,43,43
37,36,38
41,41,41
32,35,26
27,32,17
41,42,32
42,39,41
41,36,45
47,43,49
34,31,33
25,26,46
37,37,55
22,22,36
14,10,22
27,21,32
29,23,34
30,26,32
33,35,36
36,41,39
46,53,48
38,45,42
34,36,37
44,40,46
46,37,47
48,34,45
40,23,34
28,38,21
28,37,34
39,42,50
40,36,41
35,26,22
35,28,25
37,33,39
40,36,47
31,26,28
28,30,24
32,43,33
20,33,31
24,31,34
41,42,46
35,38,42
32,39,42
19,35,18
38,40,40
26,17,37
31,27,52
38,40,58
34,33,43
39,31,38
34,26,33
30,29,33
20,20,20
32,24,25
57,40,51
47,33,51
30,23,38
38,31,34
41,31,21
48,31,42
39,23,34
47,33,39
46,32,34
40,28,24
36,28,21
31,28,20
43,41,40
44,40,45
44,38,49
36,34,46
31,30,39
36,33,35
45,37,37
43,34,30
33,27,20
37,36,38
44,49,50
32,36,37
54,44,50
53,34,43
38,30,37
23,31,31
29,41,35
33,36,27
36,34,26
46,48,42
39,43,38
44,40,39
40,33,38
37,36,46
37,48,62
28,37,47
48,44,50
61,50,52
54,52,52
38,48,55
45,53,70
38,32,55
38,24,42
46,42,48
35,41,40
28,37,34
23,22,24
42,33,36
49,42,39
39,39,25
35,43,20
16,38,13
23,40,26
23,32,35
28,31,46
34,36,47
34,39,37
27,36,23
29,36,29
47,51,56
30,32,43
20,24,29
25,29,30
27,27,33
37,33,45
42,36,47
42,36,41
31,40,30
38,48,35
34,46,34
34,42,42
33,41,48
20,28,27
34,47,33
40,50,37
24,29,28
34,33,43
34,33,42
19,18,27
23,20,35
34,31,46
28,32,33
32,41,28
35,56,41
33,40,35
23,17,22
33,23,29
36,34,33
26,37,29
28,46,39
31,45,44
38,45,48
38,42,37
18,22,11
25,31,26
30,32,42
28,24,43
39,29,41
41,28,30
36,29,42
31,27,38
25,28,36
20,29,32
26,34,34
32,35,40
25,19,30
9,0,10
44,33,43
35,29,34
24,23,25
29,34,32
26,32,27
34,33,29
38,32,33
52,41,44
41,42,46
38,32,43
31,18,32
33,20,28
36,25,27
38,34,33
21,24,28
27,32,41
17,26,29
9,17,10
28,32,20
45,44,40
33,29,35
17,16,25
16,24,23
14,31,17
34,44,38
36,43,40
25,31,26
29,37,27
28,35,22
23,31,21
20,24,25
21,26,29
37,46,43
32,45,29
18,32,14
